,lat,lon,url,state
0,42.1773267927928,-124.761535,"https://api.weather.gov/points/42.1773,-124.7615",OR
1,42.1773267927928,-117.55432779279279,"https://api.weather.gov/points/42.1773,-117.5543",NV
2,42.1773267927928,-110.34712058558559,"https://api.weather.gov/points/42.1773,-110.3471",WY
3,42.1773267927928,-103.13991337837838,"https://api.weather.gov/points/42.1773,-103.1399",NE
4,42.1773267927928,-95.93270617117118,"https://api.weather.gov/points/42.1773,-95.9327",IA
5,42.1773267927928,-88.72549896396397,"https://api.weather.gov/points/42.1773,-88.7255",IL
6,42.1773267927928,-74.31108454954956,"https://api.weather.gov/points/42.1773,-74.3111",NY
7,34.97011958558559,-117.55432779279279,"https://api.weather.gov/points/34.9701,-117.5543",CA
8,34.97011958558559,-110.34712058558559,"https://api.weather.gov/points/34.9701,-110.3471",AZ
9,34.97011958558559,-103.13991337837838,"https://api.weather.gov/points/34.9701,-103.1399",NM
10,34.97011958558559,-95.93270617117118,"https://api.weather.gov/points/34.9701,-95.9327",OK
11,34.97011958558559,-88.72549896396397,"https://api.weather.gov/points/34.9701,-88.7255",MS
12,34.97011958558559,-81.51829175675677,"https://api.weather.gov/points/34.9701,-81.5183",SC
13,27.762912378378385,-95.93270617117118,"https://api.weather.gov/points/27.7629,-95.9327",TX
14,27.762912378378385,-81.51829175675677,"https://api.weather.gov/points/27.7629,-81.5183",FL
